region,F3
V1_L,-1.1647291716303974
MST_L,-0.6842232157620325
V6_L,-0.33830625476532483
V2_L,-1.2054205922622903
V3_L,-1.3722006460234344
V4_L,-1.2793931393026494
V8_L,-1.5465334464804013
4_L,-1.416010693587622
3b_L,0.36142007749957666
FEF_L,-0.5760941960893413
PEF_L,0.2592178293982267
55b_L,-0.6348068641684416
V3A_L,-1.0066734052885444
RSC_L,-1.2867340556520914
POS2_L,-0.8477257095237918
V7_L,-0.41268100711468525
IPS1_L,-0.10298501343143499
FFC_L,-0.8348614150448456
V3B_L,-0.5738655724314666
LO1_L,-1.2569705825112103
LO2_L,-1.3705931430735758
PIT_L,-1.4694532908098508
MT_L,-0.7511484440024615
A1_L,-0.5446909523816202
PSL_L,-0.10073539991447131
SFL_L,-0.9243270074908557
PCV_L,-0.6615072846582571
STV_L,-0.5268651667851326
7Pm_L,-0.7643150907873915
7m_L,-0.5763954742853831
POS1_L,-0.9312104457660418
23d_L,0.3855576424230993
v23ab_L,-0.6681738906609365
d23ab_L,-0.5770858945948251
31pv_L,-0.4441586859410155
5m_L,-1.9821802489169247
5mv_L,-0.35831300109358677
23c_L,0.22956579400615545
5L_L,-1.2505506973546394
24dd_L,-0.8303687473964481
24dv_L,0.27496778639731817
7AL_L,-0.9105341858941867
SCEF_L,-0.869408041966905
6ma_L,-0.9078128875629587
7Am_L,-0.9622944510788531
7Pl_L,-0.9603396169810042
7PC_L,-0.8829240478312416
LIPv_L,-0.7229556854798034
VIP_L,-1.0496735319515538
MIP_L,-0.7165469285592714
1_L,-1.2426461559545539
2_L,-0.7717396531606244
3a_L,0.47764803278176304
6d_L,-0.8430793523219248
6mp_L,-1.0382748008711393
6v_L,-0.12989569619699015
p24pr_L,1.1603726619778743
33pr_L,1.3632550539364554
a24pr_L,1.7947610274086099
p32pr_L,0.7067978989886
a24_L,2.253122246913485
d32_L,1.074254924704099
8BM_L,-0.4187760883777988
p32_L,1.7758146384181583
10r_L,1.3769651069016793
47m_L,1.1441483129307213
8Av_L,-0.20525536258643542
8Ad_L,0.6126744859241057
9m_L,0.8554187657140068
8BL_L,-0.23593387339191965
9p_L,0.9716231609008007
10d_L,1.8957298600980543
8C_L,-0.01754776986568651
44_L,0.6352836617556763
45_L,0.47296936019811947
47l_L,0.9848778246531492
a47r_L,1.5765204045583265
6r_L,0.8498655223889338
IFJa_L,0.3553384910929157
IFJp_L,0.6071667559553364
IFSp_L,0.615793291405593
IFSa_L,1.0699532475158327
p9-46v_L,0.4020639779913359
46_L,0.9215410571239658
a9-46v_L,1.549920718338502
9-46d_L,1.4858841245505179
9a_L,1.6362952509943247
10v_L,0.5944904561659624
a10p_L,2.315160215965832
10pp_L,1.5014187162302388
11l_L,1.298586007138448
13l_L,0.05912251036349424
OFC_L,-3.0469062083424467
47s_L,1.3236793946612941
LIPd_L,-0.32467566603561837
6a_L,-0.17411541662330887
i6-8_L,-0.28357890299092203
s6-8_L,-0.3283138528730692
43_L,0.42403465640397314
OP4_L,-0.04711359362601971
OP1_L,-0.37604364472405494
OP2-3_L,-0.22283534193206242
52_L,1.054522497392178
RI_L,-0.14515185165949085
PFcm_L,-0.2846269499409312
PoI2_L,1.6460126302394984
TA2_L,1.13720131164555
FOP4_L,1.0929611525722456
MI_L,1.8969700602329804
Pir_L,1.1140703159368355
AVI_L,1.4052992023982538
AAIC_L,2.1167922661850773
FOP1_L,0.6064807087791292
FOP3_L,1.1256485730209134
FOP2_L,0.5167930841463519
PFt_L,-0.12129666120859058
AIP_L,-0.32076288482516024
EC_L,0.04029116872454814
PreS_L,-0.23598969054505725
H_L,1.2528895486169218
ProS_L,-0.4925109665254414
PeEc_L,0.2892503565760906
STGa_L,1.4504351901366348
PBelt_L,0.15033791674399427
A5_L,0.05090081319297918
PHA1_L,0.07849659927762428
PHA3_L,-0.22318051427802332
STSda_L,0.6715536189446935
STSdp_L,-0.1191707881641717
STSvp_L,0.21358690029188437
TGd_L,1.2444763654546929
TE1a_L,0.7177045290705614
TE1p_L,-0.3540964207766594
TE2a_L,-0.031189470890360706
TF_L,-0.5020343277759305
TE2p_L,-0.8296122465561973
PHT_L,-0.5275224106358682
PH_L,-0.6974561698547512
TPOJ1_L,-0.6066052630605135
TPOJ2_L,-0.5781117356686326
TPOJ3_L,-0.2956614189170817
DVT_L,-0.7261103370756512
PGp_L,-0.4498457473563216
IP2_L,-0.3397697203134952
IP1_L,-0.6222313455942989
IP0_L,-0.9032887811117338
PFop_L,-0.012740902549353336
PF_L,-0.30613847880113215
PFm_L,-0.5481747811601398
PGi_L,-0.44671580776204056
PGs_L,-0.4172051095955029
V6A_L,-0.9179719384426313
VMV1_L,-0.9718743647586875
VMV3_L,-1.1209482892417713
PHA2_L,0.10548062953234291
V4t_L,-1.0684792776919758
FST_L,-0.6930954380473804
V3CD_L,-0.8298057239338893
LO3_L,-0.87373826564763
VMV2_L,-0.654427218746513
31pd_L,-0.3346654451664641
31a_L,-0.3280264964695152
VVC_L,-1.1394205222243998
25_L,-0.33103645914072743
s32_L,0.37649727746686107
pOFC_L,-0.4481017697072644
PoI1_L,1.272347549717392
Ig_L,0.3954176452866069
FOP5_L,0.6218941161629757
p10p_L,2.1542768393864304
p47r_L,1.416094692603244
TGv_L,0.20597916868356905
MBelt_L,0.14738947245366107
LBelt_L,-0.11115503956145989
A4_L,-0.1456686526021683
STSva_L,1.0153197164318788
TE1m_L,0.13790350180539218
PI_L,1.6701618074046947
a32pr_L,1.238594334798382
p24_L,2.530653488435311
V1_R,-1.0584487958790798
MST_R,-0.8710416469741166
V6_R,-0.2881613745007154
V2_R,-1.129258417136665
V3_R,-1.3946011457795002
V4_R,-1.3124018653062253
V8_R,-1.3096332593221653
4_R,-1.7606024855968998
3b_R,0.33645797928062476
FEF_R,-0.8409386039304959
PEF_R,0.2368631017635506
55b_R,-0.7178079480837116
V3A_R,-1.3365314333364664
RSC_R,-0.9453628777853209
POS2_R,-0.9576364183376224
V7_R,-1.0047195410239278
IPS1_R,-0.8479874041004958
FFC_R,-0.9605929020667257
V3B_R,-0.9304026927967106
LO1_R,-1.375905948446162
LO2_R,-1.4586990765779748
PIT_R,-1.515785471311504
MT_R,-0.9567328533323851
A1_R,-0.5932173499327213
PSL_R,-0.5136828327584234
SFL_R,-0.6579913126236873
PCV_R,-0.5014900102477312
STV_R,-0.7029382688164073
7Pm_R,-0.6582914899123096
7m_R,-0.4369418737796761
POS1_R,-0.8742874291648326
23d_R,0.4552508206653124
v23ab_R,-0.6644041399509154
d23ab_R,-0.38305579301239556
31pv_R,-0.2569675470471341
5m_R,-1.8389645090179236
5mv_R,-0.30697400605602504
23c_R,0.2158428829012906
5L_R,-1.2898564507606751
24dd_R,-0.5554231048941278
24dv_R,0.37810594103350537
7AL_R,-1.2182846084682135
SCEF_R,-0.4234376604010491
6ma_R,-0.9778418674981311
7Am_R,-0.9717182810876472
7Pl_R,-1.1441585074819975
7PC_R,-1.197331711999543
LIPv_R,-1.0993898502468118
VIP_R,-1.2629516070527957
MIP_R,-1.064991875428111
1_R,-1.3410885140944895
2_R,-1.214976502586142
3a_R,-0.03947505951138135
6d_R,-0.9710457324912579
6mp_R,-0.9576551044230099
6v_R,-0.37412784619369943
p24pr_R,1.2165686456728528
33pr_R,1.3727627159082647
a24pr_R,1.8524794606491735
p32pr_R,0.9867986840560942
a24_R,2.5834763176295374
d32_R,1.7040658283905281
8BM_R,0.3710732705071774
p32_R,2.3317509201501694
10r_R,1.8861134066329974
47m_R,0.9849685181650215
8Av_R,-0.34995393329747576
8Ad_R,0.2866996533352933
9m_R,1.8888128040955032
8BL_R,0.1207730988773562
9p_R,0.9880724174389575
10d_R,2.354210852366957
8C_R,-0.23255331892984152
44_R,0.5542121122426673
45_R,0.416640981130492
47l_R,0.706707775182518
a47r_R,1.668629706855399
6r_R,0.7246395493725986
IFJa_R,0.21242149949585748
IFJp_R,0.26361382720052373
IFSp_R,0.525481240612293
IFSa_R,1.1975616084992575
p9-46v_R,0.4098278439245902
46_R,1.0813587361523913
a9-46v_R,1.4382320320022723
9-46d_R,1.5824746353153287
9a_R,1.7809920821724003
10v_R,1.266492505463367
a10p_R,2.2899755083172644
10pp_R,1.1838042366101604
11l_R,1.1247975348120716
13l_R,-0.15703348055225572
OFC_R,-2.484253629862778
47s_R,0.8701474128788392
LIPd_R,-0.8501660855144486
6a_R,-0.3184132036043981
i6-8_R,-0.3057799564975803
s6-8_R,-0.5772586119143943
43_R,0.2260160586773822
OP4_R,-0.04673444408516657
OP1_R,-0.31827188820037594
OP2-3_R,-0.008089152077089677
52_R,1.0840167023857155
RI_R,-0.03633916766716122
PFcm_R,-0.5046293341779642
PoI2_R,1.5514037947314137
TA2_R,1.2786537132146285
FOP4_R,1.5582632566056864
MI_R,1.7983822340780953
Pir_R,1.1209288909436494
AVI_R,1.2672423800053505
AAIC_R,2.129951046689743
FOP1_R,0.952071682621606
FOP3_R,1.4966102190931974
FOP2_R,0.9618907805507945
PFt_R,-0.47006921643564276
AIP_R,-0.6554593824645697
EC_R,-0.3767141932905336
PreS_R,-0.2701820295180801
H_R,0.9681189392289342
ProS_R,-0.1906498149638215
PeEc_R,-0.1884446213602813
STGa_R,1.1744559541202317
PBelt_R,-0.14876537766284997
A5_R,-0.412703788001165
PHA1_R,-0.37308558822313564
PHA3_R,0.028791951085148475
STSda_R,0.446532604146209
STSdp_R,-0.11361289688825316
STSvp_R,0.0432159318448735
TGd_R,0.833951582972461
TE1a_R,0.5218593049829516
TE1p_R,-0.3781769908530203
TE2a_R,0.23838804916088646
TF_R,-0.6505358443268158
TE2p_R,-0.6244025630304842
PHT_R,-0.4481923348204953
PH_R,-0.6618784381668243
TPOJ1_R,-0.5650320280904376
TPOJ2_R,-0.8206027675645995
TPOJ3_R,-0.7227053575816504
DVT_R,-0.5223388162708404
PGp_R,-0.703368082977517
IP2_R,-0.6511923505075728
IP1_R,-0.8152827946707216
IP0_R,-0.7040810605779179
PFop_R,-0.4642130088843724
PF_R,-0.7654190424840379
PFm_R,-0.9093168579167453
PGi_R,-0.7105967358175747
PGs_R,-0.9006404443434695
V6A_R,-1.009301002934217
VMV1_R,-0.9054083813730659
VMV3_R,-0.5775334763796175
PHA2_R,-0.15873016538261053
V4t_R,-1.1798051386786697
FST_R,-0.7174373757906337
V3CD_R,-1.1050221971483343
LO3_R,-1.0477971499297398
VMV2_R,-0.23044384927414718
31pd_R,-0.10000800782171053
31a_R,-0.3030443725245882
VVC_R,-1.1169344913609722
25_R,0.2869597317920978
s32_R,0.5243522836538734
pOFC_R,-0.20128046828031562
PoI1_R,1.2336017685830731
Ig_R,0.45402658851593564
FOP5_R,0.982967991415166
p10p_R,2.06183838681055
p47r_R,1.1814874456997446
TGv_R,-0.2705081556678265
MBelt_R,0.1300076042629712
LBelt_R,-0.2528905205300124
A4_R,-0.46256962243291944
STSva_R,0.8281083198534066
TE1m_R,0.22236600988320251
PI_R,1.8107935092712977
a32pr_R,1.686893536246405
p24_R,2.831917902886586
