region,KOR
V1_L,-1.7982203789045337
MST_L,-0.3238363268427933
V6_L,-0.936499850180464
V2_L,-1.647208704479202
V3_L,-1.6743353118786144
V4_L,-1.3281765610358047
V8_L,-0.3316188370616518
4_L,0.9818129035502478
3b_L,0.8059314025268829
FEF_L,1.0184304603796817
PEF_L,0.8808829394402073
55b_L,-0.0161327696433363
V3A_L,-2.0145189439099016
RSC_L,-1.439124287952692
POS2_L,-0.3997124079011664
V7_L,-0.4229645485778278
IPS1_L,0.1930517320375901
FFC_L,-0.2345055979101206
V3B_L,-0.1792345689316948
LO1_L,-2.522618514224251
LO2_L,-2.47081020148586
PIT_L,-1.4189445557279448
MT_L,0.2120126318761407
A1_L,0.3618421849124605
PSL_L,-0.9265231139659978
SFL_L,0.0506976957861604
PCV_L,0.0437962413237332
STV_L,-1.103283934993148
7Pm_L,-0.0981750090960957
7m_L,-0.1171977821505836
POS1_L,-0.6019243921051958
23d_L,0.2386736789962927
v23ab_L,-0.3453646036853933
d23ab_L,-0.1782000068132371
31pv_L,-0.6750860139546219
5m_L,0.3266535742131964
5mv_L,-0.1449143846769761
23c_L,-0.1389394490095511
5L_L,-0.0255768031812077
24dd_L,1.203027533107567
24dv_L,1.0941368194393086
7AL_L,-0.0451166301894013
SCEF_L,1.000888429847363
6ma_L,-0.1628741706856631
7Am_L,0.0837740806483581
7Pl_L,-0.7108665142189826
7PC_L,-0.87960572162909
LIPv_L,0.168962697052679
VIP_L,-0.9892998142972206
MIP_L,-0.0414115862685479
1_L,-1.6268780447812283
2_L,0.2894348722480352
3a_L,0.1553731688723656
6d_L,-0.3811443019070135
6mp_L,0.9213111473218834
6v_L,1.2079062170375252
p24pr_L,1.4015333631503093
33pr_L,1.0044423399189797
a24pr_L,2.295857845810757
p32pr_L,1.4964687926380555
a24_L,1.4870654955402418
d32_L,1.060118546026477
8BM_L,0.5328270761834886
p32_L,0.7022604033079468
10r_L,0.5150660069209455
47m_L,0.6910758481329953
8Av_L,-1.106379002304102
8Ad_L,0.2207026823137149
9m_L,0.2895299395177679
8BL_L,-0.8335635124724068
9p_L,0.3343886039736212
10d_L,-0.7165132693757905
8C_L,0.3948946044072718
44_L,1.5793744676012096
45_L,1.4396565099215404
47l_L,0.8339088271918372
a47r_L,-0.5934922743075818
6r_L,1.6442379703900103
IFJa_L,0.1300538987882993
IFJp_L,-0.3027424668807359
IFSp_L,0.945609096035159
IFSa_L,1.004990938267867
p9-46v_L,0.5297744905155513
46_L,0.3751940387331398
a9-46v_L,0.4298814082103915
9-46d_L,0.2313837347325962
9a_L,-0.8023336111630623
10v_L,-1.297059246398198
a10p_L,-0.6031616741415673
10pp_L,-1.7138395998583509
11l_L,-0.0360181210854385
13l_L,0.2486604053727987
OFC_L,-1.2244162226692967
47s_L,0.6557451023739346
LIPd_L,-0.5683473012109218
6a_L,0.2163913801880952
i6-8_L,0.518121160081176
s6-8_L,-0.5214637251483242
43_L,2.0149308672758184
OP4_L,1.469003347350233
OP1_L,0.6861028407378906
OP2-3_L,0.531099863852189
52_L,0.0268215288815853
RI_L,-0.645328526556602
PFcm_L,0.7513666408713836
PoI2_L,2.180171914217396
TA2_L,0.8496204704109851
FOP4_L,1.6937478725174853
MI_L,2.3203979330520235
Pir_L,2.0977674768357613
AVI_L,0.8676914433388306
AAIC_L,2.5607610753529912
FOP1_L,2.3456300681883326
FOP3_L,1.2836933317498087
FOP2_L,1.1611601674377274
PFt_L,0.7561184304440642
AIP_L,-0.2419666905583867
EC_L,-1.3992795691443614
PreS_L,-1.3906971785230533
H_L,-0.8657205810926737
ProS_L,-1.1364848627755302
PeEc_L,-0.2648041992860201
STGa_L,0.4453196239695057
PBelt_L,0.3604416374253439
A5_L,0.751260631162514
PHA1_L,-0.9662327580478256
PHA3_L,-0.2762526826925554
STSda_L,0.5927114192134999
STSdp_L,-0.1779863943135795
STSvp_L,0.1971103191136259
TGd_L,0.1732158505770882
TE1a_L,0.2690790957841539
TE1p_L,-0.0568162839103499
TE2a_L,-0.2315502476569362
TF_L,-0.5401146934674883
TE2p_L,0.1145118273141132
PHT_L,-1.1990773404660613
PH_L,-0.664154620718286
TPOJ1_L,0.4122770112343416
TPOJ2_L,-0.49107467364037
TPOJ3_L,0.1812467966842298
DVT_L,-0.4208057660684979
PGp_L,-2.7045595769905986
IP2_L,0.1067837700438153
IP1_L,0.4778962039044793
IP0_L,0.2910519668160189
PFop_L,0.6192931579656014
PF_L,-1.0742279233932952
PFm_L,-1.3804793248372207
PGi_L,-0.7748882059534838
PGs_L,-2.2391921960920023
V6A_L,-2.4958204196058955
VMV1_L,-0.931640302889107
VMV3_L,-0.4664875599983966
PHA2_L,-0.5345507151695771
V4t_L,-2.182705170018048
FST_L,-0.1573533967700982
V3CD_L,-1.4123533513491306
LO3_L,-1.2505262120983227
VMV2_L,-0.8793336858706562
31pd_L,-0.5362011811433146
31a_L,0.266752981645442
VVC_L,-0.4888571902961464
25_L,0.6644896949975869
s32_L,0.2484719322850312
pOFC_L,0.4773898235718538
PoI1_L,1.0294810494066522
Ig_L,0.6501886900607212
FOP5_L,0.6467641720570724
p10p_L,-0.823241927744863
p47r_L,1.2518202514344277
TGv_L,-1.678238803039022
MBelt_L,0.5938788681654724
LBelt_L,-0.3058133760739684
A4_L,0.4664600469735464
STSva_L,0.1636407640570996
TE1m_L,0.6504725273624385
PI_L,0.971051007878465
a32pr_L,1.585145648989526
p24_L,2.576824829513327
V1_R,-1.2138634417013512
MST_R,-0.0702118123892431
V6_R,-0.4279950813225407
V2_R,-1.3070340499266215
V3_R,-1.1432813306022265
V4_R,-0.7797311355401032
V8_R,-0.8444624758174002
4_R,0.9479612012751524
3b_R,0.8187492412758689
FEF_R,0.8518242896187783
PEF_R,0.5458287477427308
55b_R,0.4685153969584875
V3A_R,-0.792586482040466
RSC_R,-1.419023630579867
POS2_R,-0.2265406341501035
V7_R,-0.0932021071266425
IPS1_R,0.0954304710329741
FFC_R,-0.8522666036718046
V3B_R,-0.3594431576187282
LO1_R,-0.5704549910952165
LO2_R,-1.1028314697618669
PIT_R,-1.2901245009458169
MT_R,0.1051930345947535
A1_R,0.2965881477007107
PSL_R,-1.6774157786600887
SFL_R,0.4378561765091621
PCV_R,0.0308418656240617
STV_R,0.1583010010470547
7Pm_R,-0.1849344042054358
7m_R,-0.2608321500994749
POS1_R,-0.698615319506439
23d_R,0.2402849405120457
v23ab_R,-0.8031953060936514
d23ab_R,-0.1775694299351256
31pv_R,-0.3682340420083445
5m_R,0.1838655111146254
5mv_R,0.1664243064132783
23c_R,-0.0713546424043451
5L_R,-0.6920984334034423
24dd_R,0.9630261449445484
24dv_R,1.0294369987790388
7AL_R,-0.9234923050355434
SCEF_R,1.0020338168765486
6ma_R,0.1595421192708347
7Am_R,-0.2626497496019297
7Pl_R,-1.79453931311795
7PC_R,-1.3904827481571365
LIPv_R,0.1521097175369396
VIP_R,-0.5312672063145004
MIP_R,-0.6331917665175959
1_R,-1.6656310845115605
2_R,0.4335737824605937
3a_R,0.3185166196834557
6d_R,-0.1751882001814248
6mp_R,0.8930882657196046
6v_R,1.382739477525367
p24pr_R,1.2962725574995446
33pr_R,1.28655575781038
a24pr_R,2.1511810732619567
p32pr_R,1.0821643510975456
a24_R,1.558436009740079
d32_R,1.1439630429115268
8BM_R,0.7327554105325712
p32_R,0.7898085446377564
10r_R,0.6302250293976963
47m_R,-0.1837349789773411
8Av_R,0.1973744221925171
8Ad_R,0.2812313234396016
9m_R,0.565879947842821
8BL_R,-0.547328971066057
9p_R,-0.0506036929059334
10d_R,-1.6587494900250128
8C_R,0.2623737304614512
44_R,1.5569141199490493
45_R,0.699482411731997
47l_R,-0.5035733369976516
a47r_R,-1.1109673826202613
6r_R,1.0576344694728197
IFJa_R,-0.5094246354660671
IFJp_R,-0.9525580712157335
IFSp_R,0.574745073854724
IFSa_R,0.9829218628095951
p9-46v_R,1.0427682155775544
46_R,0.2683175600272337
a9-46v_R,-0.259135420460337
9-46d_R,-0.0070454448561631
9a_R,-0.5848369021356935
10v_R,-0.5679138324873888
a10p_R,-1.8014068741585156
10pp_R,-3.824074775465101
11l_R,-0.7240845753320444
13l_R,0.2852373777793648
OFC_R,-2.016381803298553
47s_R,0.3568590753006662
LIPd_R,-0.4029178358460906
6a_R,0.0735362824018111
i6-8_R,-0.0563231292855393
s6-8_R,-0.3823574610235116
43_R,1.7371400665191978
OP4_R,1.002693960604622
OP1_R,0.533241016549279
OP2-3_R,0.0488520218333244
52_R,0.1250425475602089
RI_R,-0.1002079627749187
PFcm_R,0.4190781692347506
PoI2_R,2.125236498383672
TA2_R,0.3918000088476092
FOP4_R,1.6261298882194473
MI_R,2.2437259989381206
Pir_R,1.9873400791286675
AVI_R,0.9816940843561552
AAIC_R,2.3454552843449594
FOP1_R,1.742591991545707
FOP3_R,1.4347368711601418
FOP2_R,0.9499802483993398
PFt_R,0.9380827366420382
AIP_R,-0.0513952694933954
EC_R,-0.7115670283227455
PreS_R,-1.4271582925301374
H_R,-0.7426594042628815
ProS_R,-1.1692061174945791
PeEc_R,-0.5977724790268091
STGa_R,-0.0296105333917358
PBelt_R,0.7053855874681483
A5_R,0.2694775236603121
PHA1_R,-1.2465725675160153
PHA3_R,-0.0794101861683545
STSda_R,0.3265428053247367
STSdp_R,-0.6643684668632458
STSvp_R,0.1458725360092436
TGd_R,-0.5676871650369748
TE1a_R,-0.3800752852917233
TE1p_R,0.2221837006899439
TE2a_R,-0.91248851832274
TF_R,-0.7342405969231864
TE2p_R,-0.7953445322944205
PHT_R,0.1058189861788515
PH_R,-0.1725292671334085
TPOJ1_R,0.096558387190009
TPOJ2_R,-0.1217184415691511
TPOJ3_R,-0.0430751573335737
DVT_R,-0.4720810643808031
PGp_R,-0.7223956443527805
IP2_R,0.1193963982770999
IP1_R,-0.0345189304786398
IP0_R,0.5058735593377854
PFop_R,0.609683317719012
PF_R,-1.879510857538728
PFm_R,-1.5508537240353235
PGi_R,-0.3552548129111822
PGs_R,-1.0073722777693186
V6A_R,-2.0326532049743067
VMV1_R,-1.1197299017627869
VMV3_R,-0.5007420142524345
PHA2_R,-0.199875458313628
V4t_R,-0.2595369025560517
FST_R,-0.1018579584849473
V3CD_R,-0.1013272650603805
LO3_R,-0.1196038124890599
VMV2_R,-0.5793927069070862
31pd_R,-0.5374001304403568
31a_R,0.0973593688688991
VVC_R,-1.0369099736327838
25_R,0.7565130705416875
s32_R,0.5422420970891839
pOFC_R,0.996543750454512
PoI1_R,1.26229231303775
Ig_R,0.5856123972615458
FOP5_R,0.5482850419179546
p10p_R,-0.4246492757671928
p47r_R,0.0232954553530145
TGv_R,-2.3202921296932466
MBelt_R,0.610144339562453
LBelt_R,0.2060088231604047
A4_R,-0.4760296232365596
STSva_R,-0.0863482966289248
TE1m_R,-0.0362015360871926
PI_R,0.7923957268842662
a32pr_R,1.1198139039540869
p24_R,2.286358685555074
